"country","countryCode","month","year","indicatorName","indicatorCode","strata","type","estimate","LCL","UCL"
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 6","Slum",0.9697,0.8636,1
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 7","Slum",0.9697,0.9091,1
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 8","Slum",0.9123,0.7931,1
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 9","Slum",0.9459,0.8784,1
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 1","Slum",0.8428,0.7946,0.89
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 2","Slum",0.9245,0.8837,0.9621
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 3","Slum",0.9107,0.8562,0.951
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 4","Slum",0.8438,0.733,0.9298
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 5","Slum",0.5333,0.2667,0.7507
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Overall","Slum",0.8663,0.8342,0.8954
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 1","Citywide",0.9254,0.8657,0.9776
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 2","Citywide",0.8673,0.8009,0.9204
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 3","Citywide",0.8846,0.8,0.9462
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 4","Citywide",0.9318,0.8636,0.9773
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 5","Citywide",0.9015,0.833,0.9697
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 6","Citywide",0.9091,0.8333,0.9621
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 7","Citywide",0.8864,0.8182,0.947
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 8","Citywide",0.9365,0.8651,0.9841
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Survey Area 9","Citywide",0.9565,0.9054,0.9928
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 1","Citywide",0.8212,0.7697,0.8658
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 2","Citywide",0.8902,0.8452,0.9269
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 3","Citywide",0.864,0.8191,0.9035
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 4","Citywide",0.9262,0.8898,0.9598
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Wealth Quintile 5","Citywide",0.9676,0.9396,0.9877
"Bangladesh","BGD","Mar",2017,"Households in which every member is able to use and actually use sanitation facility","accessSan","Overall","Citywide",0.9041,0.8845,0.9236
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 1","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 2","Slum",0.0438,0.0062,0.0878
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 3","Slum",0,0,0.0312
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 4","Slum",0.0152,0,0.0758
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 5","Slum",0.0455,0,0.1212
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 6","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 7","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 8","Slum",0.2069,0.0862,0.3793
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 9","Slum",0.027,0,0.0946
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 1","Slum",0.0603,0.0265,0.0982
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 2","Slum",0.0383,0.0136,0.0726
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 3","Slum",0.0122,0,0.0427
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 4","Slum",0.0179,0,0.0714
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 5","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Overall","Slum",0.0392,0.0203,0.0625
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 1","Citywide",0.0522,0.0149,0.1049
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 2","Citywide",0.0398,0.0133,0.0752
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 3","Citywide",0.0154,0,0.0462
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 4","Citywide",0.2197,0.1436,0.3186
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 5","Citywide",0.2045,0.1212,0.303
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 6","Citywide",0.2273,0.1364,0.3186
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 7","Citywide",0.0303,0,0.0833
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 8","Citywide",0.119,0.0556,0.1984
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Survey Area 9","Citywide",0.058,0.0145,0.1091
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 1","Citywide",0.0564,0.0264,0.0916
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 2","Citywide",0.0456,0.0198,0.0783
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 3","Citywide",0.0551,0.0304,0.0859
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 4","Citywide",0.1855,0.1372,0.239
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Wealth Quintile 5","Citywide",0.1429,0.0963,0.1944
"Bangladesh","BGD","Mar",2017,"Households with access to sufficient and sustained drinking water","accessWater","Overall","Citywide",0.1092,0.0881,0.1326
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 1","Slum",0.8971,0.7941,0.9706
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 2","Slum",0.9438,0.8875,0.9875
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 3","Slum",0.8281,0.7031,0.9375
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 4","Slum",0.8788,0.7727,0.9697
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 5","Slum",1,1,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 6","Slum",0.8939,0.7871,0.9697
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 7","Slum",0.9091,0.803,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 8","Slum",1,1,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 9","Slum",0.9865,0.9189,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 1","Slum",0.9307,0.8947,0.9627
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 2","Slum",0.9409,0.9033,0.9707
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 3","Slum",0.9641,0.9286,0.9937
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 4","Slum",0.9344,0.8361,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 5","Slum",1,1,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Overall","Slum",0.9419,0.9186,0.9638
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 1","Citywide",0.8806,0.791,0.9403
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 2","Citywide",0.9292,0.8805,0.969
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 3","Citywide",0.8923,0.8,0.9692
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 4","Citywide",0.9773,0.9394,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 5","Citywide",1,1,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 6","Citywide",0.947,0.8788,0.9848
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 7","Citywide",0.9697,0.9314,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 8","Citywide",1,1,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Survey Area 9","Citywide",0.9855,0.9565,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 1","Citywide",0.9073,0.8659,0.9428
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 2","Citywide",0.9331,0.9011,0.9636
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 3","Citywide",0.9725,0.9409,0.9921
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 4","Citywide",0.9841,0.9635,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Wealth Quintile 5","Citywide",0.9918,0.9721,1
"Bangladesh","BGD","Mar",2017,"Households with adequate sanitation facility","adequateSan","Overall","Citywide",0.9633,0.9493,0.9758
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 1","Slum",0.0922,0.0726,0.1166
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 2","Slum",0.1264,0.1057,0.1458
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 3","Slum",0.0905,0.0586,0.1228
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 4","Slum",0.1002,0.07,0.1388
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 5","Slum",0.0616,0.0468,0.0781
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 6","Slum",0.0862,0.0651,0.1239
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 7","Slum",0.0955,0.0762,0.1214
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 8","Slum",0.0734,0.0541,0.0926
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 9","Slum",0.1153,0.0942,0.1438
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 1","Slum",0.2036,0.1895,0.2168
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 2","Slum",0.0736,0.0691,0.0777
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 3","Slum",0.0274,0.025,0.0298
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 4","Slum",9e-04,5e-04,0.0015
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 5","Slum",0,0,0
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Overall","Slum",0.1104,0.1017,0.1196
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 1","Citywide",0.0409,0.0276,0.0565
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 2","Citywide",0.1132,0.0978,0.1322
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 3","Citywide",0.0421,0.0276,0.0583
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 4","Citywide",0.0293,0.0148,0.0476
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 5","Citywide",0.0261,0.0159,0.0373
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 6","Citywide",0.0239,0.0124,0.037
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 7","Citywide",0.0335,0.0232,0.0439
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 8","Citywide",0.0067,0.0031,0.0125
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Survey Area 9","Citywide",0.0581,0.0423,0.0779
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 1","Citywide",0.2028,0.1912,0.2144
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 2","Citywide",0.0724,0.0685,0.0767
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 3","Citywide",0.0249,0.0231,0.0269
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 4","Citywide",0.0013,9e-04,0.0017
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Wealth Quintile 5","Citywide",0,0,0
"Bangladesh","BGD","Mar",2017,"Mean likelihood of household being below the USAID extreme poverty line","extreme","Overall","Citywide",0.0496,0.0441,0.0556
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 1","Slum",0.0882,0,0.1912
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 2","Slum",0.175,0.0938,0.2691
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 3","Slum",0.125,0.0312,0.2352
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 4","Slum",0.1515,0.0606,0.2735
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 5","Slum",0,0,0.0303
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 6","Slum",0.1061,0,0.2273
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 7","Slum",0.1818,0.0606,0.303
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 8","Slum",0.1724,0.0345,0.3121
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 9","Slum",0.1622,0.0541,0.2845
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 1","Slum",0.1616,0.109,0.2134
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 2","Slum",0.1932,0.1414,0.2538
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 3","Slum",0.1012,0.0587,0.1526
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 4","Slum",0.0172,0,0.0867
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 5","Slum",0,0,0.125
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Overall","Slum",0.1439,0.1118,0.1803
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 1","Citywide",0.0597,0.0149,0.1123
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 2","Citywide",0.1593,0.0927,0.2345
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 3","Citywide",0.0923,0.0381,0.1615
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 4","Citywide",0.0379,0.0076,0.0833
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 5","Citywide",0,0,0.0152
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 6","Citywide",0.0152,0,0.0606
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 7","Citywide",0.1364,0.0682,0.2273
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 8","Citywide",0.0635,0.0159,0.1349
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Survey Area 9","Citywide",0.0797,0.029,0.1449
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 1","Citywide",0.1593,0.1147,0.2073
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 2","Citywide",0.2041,0.1566,0.2592
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 3","Citywide",0.0871,0.0538,0.13
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 4","Citywide",0.0437,0.0159,0.0774
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Wealth Quintile 5","Citywide",0.0163,0.004,0.0331
"Bangladesh","BGD","Mar",2017,"Households with no handwashing facility","jmpHand1","Overall","Citywide",0.0866,0.0663,0.1061
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 1","Slum",0.4853,0.3382,0.6324
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 2","Slum",0.5,0.3938,0.6125
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 3","Slum",0.4688,0.3125,0.6562
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 4","Slum",0.2273,0.1205,0.3636
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 5","Slum",0.1818,0.0606,0.3333
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 6","Slum",0.4394,0.2727,0.5909
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 7","Slum",0.5758,0.4091,0.7424
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 8","Slum",0.5517,0.3793,0.7259
"Bangladesh","BGD","Mar",2017,"Households with handwashing facility with water only","jmpHand2","Survey Area 9","Slum",0.7027,0.5534,0.8378
