"country","countryCode","month","year","indicatorName","indicatorCode","strata","type","estimate","LCL","UCL"
"Bangladesh","BGD","Mar",2017,"Households satisfied with cleanliness of sanitation facility","san19","Survey Area 6","Low Income Area",0.7576,0.6212,0.8795
"Bangladesh","BGD","Mar",2017,"Households satisfied with cleanliness of sanitation facility","san19","Survey Area 7","Low Income Area",0.8333,0.7121,0.9545
"Bangladesh","BGD","Mar",2017,"Households satisfied with cleanliness of sanitation facility","san19","Survey Area 8","Low Income Area",0.8966,0.7586,0.9828
"Bangladesh","BGD","Mar",2017,"Households satisfied with cleanliness of sanitation facility","san19","Survey Area 9","Low Income Area",0.8514,0.7291,0.9466
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 1","Low Income Area",0.9706,0.8824,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 2","Low Income Area",0.9562,0.9,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 3","Low Income Area",0.9688,0.9062,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 4","Low Income Area",0.7576,0.6045,0.8788
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 5","Low Income Area",1,0.9697,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 6","Low Income Area",0.9545,0.8788,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 7","Low Income Area",0.9394,0.8636,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 8","Low Income Area",0.931,0.8276,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with distance from drinking water source","water7c","Survey Area 9","Low Income Area",1,1,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 1","Low Income Area",0.7879,0.6618,0.9092
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 2","Low Income Area",0.7688,0.6684,0.8503
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 3","Low Income Area",0.8684,0.7273,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 4","Low Income Area",0.6452,0.4839,0.8125
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 5","Low Income Area",0.697,0.5303,0.8333
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 6","Low Income Area",0.86,0.6999,0.9637
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 7","Low Income Area",0.8525,0.7167,0.9617
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 8","Low Income Area",0.9649,0.8772,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with expenditure on drinking water","water12b","Survey Area 9","Low Income Area",0.9865,0.9459,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 1","Low Income Area",0.4118,0.2647,0.5735
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 2","Low Income Area",0.2125,0.125,0.3062
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 3","Low Income Area",0.25,0.125,0.4062
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 4","Low Income Area",0.2576,0.1364,0.4242
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 5","Low Income Area",0.2273,0.1212,0.3492
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 6","Low Income Area",0.2727,0.1508,0.4394
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 7","Low Income Area",0.1667,0.0455,0.2727
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 8","Low Income Area",0.2759,0.1207,0.431
"Bangladesh","BGD","Mar",2017,"Households satisfied with handwashing facility in sanitation facility","san7","Survey Area 9","Low Income Area",0.027,0,0.1081
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 1","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 2","Low Income Area",0.0125,0,0.0375
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 3","Low Income Area",0,0,0
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 4","Low Income Area",0.0152,0,0.0606
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 5","Low Income Area",0,0,0.0303
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 6","Low Income Area",0.0308,0,0.1
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 7","Low Income Area",0.0312,0,0.1061
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 8","Low Income Area",0.0351,0,0.1034
"Bangladesh","BGD","Mar",2017,"Households satisfied with water collection queuing time","water8a","Survey Area 9","Low Income Area",0,0,0.027
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 1","Low Income Area",0.6349,0.4696,0.7912
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 2","Low Income Area",0.675,0.575,0.7691
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 3","Low Income Area",0.625,0.4531,0.7812
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 4","Low Income Area",0.5303,0.378,0.697
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 5","Low Income Area",0.6818,0.5,0.8182
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 6","Low Income Area",0.8636,0.7424,0.9545
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 7","Low Income Area",0.9091,0.8182,0.9848
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 8","Low Income Area",0.9138,0.8103,1
"Bangladesh","BGD","Mar",2017,"Households satisfied with water pressure","water16a","Survey Area 9","Low Income Area",0.4054,0.2564,0.5676
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 1","Low Income Area",0.2712,0.1426,0.4428
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 2","Low Income Area",0.15,0.0875,0.2312
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 3","Low Income Area",0.2,0.0934,0.3493
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 4","Low Income Area",0.3214,0.1745,0.4923
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 5","Low Income Area",0.2203,0.0984,0.3638
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 6","Low Income Area",0.4697,0.303,0.622
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 7","Low Income Area",0.2121,0.0909,0.3341
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 8","Low Income Area",0.2586,0.1379,0.431
"Bangladesh","BGD","Mar",2017,"Households that have invested in improving water source","water13a","Survey Area 9","Low Income Area",0.0541,0.0135,0.1351
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 1","Low Income Area",0.1471,0.0588,0.2654
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 2","Low Income Area",0.3438,0.2497,0.4625
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 3","Low Income Area",0.1094,0.0156,0.2188
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 4","Low Income Area",0.303,0.1818,0.4561
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 5","Low Income Area",0,0,0.0606
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 6","Low Income Area",0.0606,0,0.1371
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 7","Low Income Area",0.0152,0,0.0606
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 8","Low Income Area",0.069,0,0.1897
"Bangladesh","BGD","Mar",2017,"Households that made an initial investment in sanitaiton facility","san16","Survey Area 9","Low Income Area",0,0,0.027
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 1","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 2","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 3","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 4","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 5","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 6","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 7","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 8","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved sanitation facility which is not shared with other households and where excreta are safely disposed in situ or transported and treated off-site","jmpSan5","Survey Area 9","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 1","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 2","Low Income Area",NA,NA,NA
"Bangladesh","BGD","Mar",2017,"Households using an improved source of drinking water that is located on premises and is available when needed","jmpWater5","Survey Area 3","Low Income Area",NA,NA,NA
